0	0.000000	0.100003	0.004150	0.115287
1	0.005000	0.100014	0.008285	0.130528
2	0.010000	0.100031	0.012407	0.145723
3	0.015000	0.100055	0.016513	0.160873
4	0.020000	0.100086	0.020606	0.175977
5	0.025000	0.100124	0.024684	0.191035
6	0.030000	0.100169	0.028748	0.206047
7	0.035000	0.100221	0.032798	0.221013
8	0.040000	0.100280	0.036833	0.235933
9	0.045000	0.100346	0.040854	0.250807
10	0.050000	0.100419	0.044860	0.265635
11	0.055000	0.100499	0.048852	0.280417
12	0.060000	0.100586	0.052829	0.295152
13	0.065000	0.100679	0.056792	0.309841
14	0.070000	0.100780	0.060741	0.324484
15	0.075000	0.100888	0.064675	0.339080
16	0.080000	0.101003	0.068594	0.353629
17	0.085000	0.101125	0.072499	0.368132
18	0.090000	0.101253	0.076389	0.382588
19	0.095000	0.101389	0.080265	0.396997
20	0.100000	0.101532	0.084125	0.411359
21	0.105000	0.101682	0.087972	0.425674
22	0.110000	0.101839	0.091803	0.439942
23	0.115000	0.102003	0.095620	0.454162
24	0.120000	0.102174	0.099421	0.468336
25	0.125000	0.102353	0.103208	0.482461
26	0.130000	0.102538	0.106981	0.496539
27	0.135000	0.102731	0.110738	0.510569
28	0.140000	0.102930	0.114480	0.524551
29	0.145000	0.103137	0.118208	0.538486
30	0.150000	0.103351	0.121920	0.552372
31	0.155000	0.103572	0.125617	0.566210
32	0.160000	0.103800	0.129299	0.579999
33	0.165000	0.104036	0.132966	0.593740
34	0.170000	0.104279	0.136618	0.607433
35	0.175000	0.104529	0.140255	0.621076
36	0.180000	0.104786	0.143876	0.634671
37	0.185000	0.105050	0.147482	0.648216
38	0.190000	0.105322	0.151073	0.661713
39	0.195000	0.105601	0.154649	0.675159
40	0.200000	0.105888	0.158208	0.688557
41	0.205000	0.106182	0.161753	0.701904
42	0.210000	0.106483	0.165282	0.715202
43	0.215000	0.106791	0.168795	0.728450
44	0.220000	0.107107	0.172293	0.741647
45	0.225000	0.107431	0.175775	0.754795
46	0.230000	0.107762	0.179241	0.767891
47	0.235000	0.108100	0.182691	0.780937
48	0.240000	0.108446	0.186126	0.793932
49	0.245000	0.108799	0.189544	0.806876
50	0.250000	0.109160	0.192947	0.819769
51	0.255000	0.109529	0.196334	0.832610
52	0.260000	0.109905	0.199704	0.845400
53	0.265000	0.110289	0.203059	0.858138
