0	0.000000	1.083333	0.042708	0.656250
1	0.050000	1.356011	0.092535	0.430664
2	0.100000	1.864213	0.158159	0.282623
3	0.150000	2.695034	0.250956	0.185471
4	0.200000	3.991413	0.386970	0.121715
5	0.250000	5.976713	0.589684	0.079875
6	0.300000	8.993214	0.894080	0.052418
7	0.350000	13.561113	1.352671	0.034398
8	0.400000	20.468239	2.044566	0.022573
9	0.450000	30.905929	3.089111	0.014812
10	0.500000	46.674503	4.666478	0.009718
11	0.550000	70.493795	7.048741	0.006374
12	0.600000	106.472277	10.646809	0.004177
13	0.650000	160.815714	16.081297	0.002733
14	0.700000	242.897561	24.289576	0.001781
15	0.750000	366.875755	36.687457	0.001150
16	0.800000	554.134749	55.413397	0.000726
17	0.850000	836.974029	83.697352	0.000433
18	0.900000	1264.179305	126.417897	0.000219
19	0.950000	1909.437349	190.943713	0.000045
